,web-scraper-order,name,description,price,address,category,date_formatted,time_from,time_until,duration_seconds,is_concert,description_len
20,1701178181-1176,Zirka & Broken Bass,"zirka beinahe, schätzungsweise, eher, etwa, ungefähr, nahezu, an und für sich…“ dieser begriff schafft im lexikon keine klarheit. die band hingegen schon. zirka machen punk ohne schnickschnack – ehrlich und roh. verpackt mit deutschsprachigen texten, die das gedankenrad im kopf zum laufen bringen. von gesellschaftskritik, die qual des alltäglichen daseins bis zu banalen feierlichkeiten. die band aus bern existiert seit 2005. die shows sind intensiv, schweißtreibend und voller energie. eine band, die von a-z alles selber verwaltet mit unterstützung von dmb-records in bern. das aktuelle album „wer schreit lügt nicht“ wurde in der schweiz sowie in deutschland mit positiven album-rezensionen gelobt. die band spielte mit grössen wie the locos, zsk und dritte wahl. broken bass mit ihrem dreckigen, ehrlichen punkrock verbindet broken bass viele einflüsse aus punkrock, metal und crossover in energiegeladenen songs. die vierköpfige berner oberländer band, singt in erster linie berndeutsche texte zu humoristischen, aber auch sozialkritischen themen. bei schweisstreibenden konzerten, festivals und openairs sind sie zu hause und fühlen sich auf der bühne am wohlsten. bisher spielten sie vor allem regionale konzerte unter anderen am mad muni festival in saanen oder am rox am see in spiez.",,"Café Bar Mokka, Allmendstrasse 14, Thun, CH",Konzert / Pop & Rock,2023-12-01,21:00,,,1,1296.0
21,1701178188-1177,Bislin & Forlin in Concert,"genuine blues (genuine = authentisch, echt), kurt bislin und tino forlin gehen weit zurück zu den wurzeln des blues, bar aller anklänge an all die heute modernen ausprägungen dieses genres. in ihrem verständnis hat der blues ganz wenig mit drei akkorden, schnellen soli und dunklen sonnenbrillen zu tun, vielmehr aber mit der seele und dem rhythmus dieser musik. und ""bislin & forlin"" halten es mit muddy waters"" harpspieler mojo buford: ""blues ist in seiner musikalischen form vielleicht einfach, aber gerade das ermöglicht es, diese musik im zusammenspiel der musiker spontan immer wieder neu zu schaffen.""  <br>   <br> im repertoire finden sich songs aus dem reichen fundus des blues der letzten hundert jahre, eigene kompositionen und auch mal die eine oder andere southern-soul-trouvaille. ein augenmerk liegt dabei auf dem blues aus louisiana und new orleans.  <br>   <br> zutrittskonditionen: beitrag freiwillig / kollekte",,"The Heaven, Hauptstrasse 35, Balterswil, CH",Konzert,2023-12-01,21:00,,,1,929.0
22,1701178190-1178,Nébuleuses,"constitué d’une quinzaine de poèmes ou de chansons qui se répondent et s’imbriquent, nébuleuses traite en grande partie du temps, de nos rapports multiples à celui-ci, où passé et présent sont sacrifiés pour un futur incertain. le poète et rappeur interroge les réalités actuelles - inégalités sociales, questions liées aux politiques migratoires, racisme systémique. ces réflexions politiques et sociétales entrent en résonance avec une dimension introspective, où viennent s’exprimer les différentes sensibilités liées aux rapports humains, aux rêves et à l’imaginaire. le tout forme un univers complexe, puissant et dense porté par une poésie et un univers sonore à la fois sombre et lumineux.",,"Théâtre 2.21, Rue de l'Industrie 10, Lausanne, CH",Konzert / Hip-Hop & Rap,2023-12-01,21:00,,,1,696.0
23,1701178192-1179,Malummí,"das neue und 2nd albumwerk zeichnet sich zwar noch im intimen folk-pop-gewand, die sanft elektronische färbung weicht allerdings einem breiteren rock sound. bisschen shoegaze und ein punk-einschlag hie und da, aber vor allem: bleiben tut der ausdrucksstarke gesang. in herz und körper.",,"Helsinki, Geroldstrasse 35, Zürich, CH",Konzert / Pop & Rock,2023-12-01,21:00,,,1,285.0
24,1701178194-1180,Pascal Geiser und Band,"pascal geiser ist mit blues aufgewachsen. er lebt und verkörpert ihn. er begeistert mit können, authentizität und unglaublicher ausstrahlung.   wunderbare geschichten verpackt er in songs die mal sanft dann aber auch wieder sehr temporeich sind. pascal geiser schreibt seine songs selbst. dann und wann finden jedoch auch werke seiner grossen vorbilder (b.b. king, buddy guy usw.) einzug ins repertoire. er versteht es das publikum restlos in seinen bann zu ziehen.  ​2016 spielt er im finale der ""swiss blueschallenge"" und ging als herausragender sieger hervor. er vertritt 2017 die schweiz anlässlich der ""international blueschallenge"" in memphis, wo er im viertelfinal spielt und auch an der ""european blueschallenge"" in dänemark wo er den 3. platz erreicht.  die band rund um pascal geiser fällt auf und sorgt für breites staunen. jeder ist eine klasse für sich. zusammen jedoch sind sie schier unschlagbar und mehr als nur einen konzertbesuch wert.     www.pascalgeiser.com",38.0,"Alti Moschti, Moosstrasse 1, Mühlethurnen, CH",Konzert / World & Ethno,2023-12-01,20:30,23:30,10800.0,1,978.0
25,1701178196-1181,Ay Wing im Schtei,"die in berlin lebende, zuger künstlerin ay wing kombiniert gekonnt energiegeladenen, beat-lastigen sound mit intimen, introspektiven texten, die die emotionale reise reflektieren. das thema weiblichkeit/weibliche energie scheint bei der künstlerin selbst in einer selbstbewussten, schlagfertigen weise durch. das hip-hop magazine „uk hip hop talk“ nannte sie sogar “one of the most promising act of the year”. die musikerin kreiert mit psychedelischen synths, herzhaften bässen und drums die perfekte mischung aus neo soul, rnb und geradlinigem pop.",35.0,"Konzertkeller im Schtei, Kronengasse 1, Sempach, CH",Konzert / Rhythm & Blues,2023-12-01,20:30,23:55,12300.0,1,549.0
26,1701178198-1182,Sam Himself,"noch kein jahr ist es her, seit der basler wahl-new yorker sam himself mit der veröffentlichung seines “kunstvoll atmosphärischen” debütalbums power ballads (kexp) die internationale bühne betritt. der “grosse wurf” (bz) landet auf radiowellen an beiden ufern des grossen teichs, klettert in die nationalen albumcharts und beschert sam seine zweite swiss music awards-nomination in folge. live beweist er sich dutzendfach in der schweiz, deutschland und österreich, wahlweise solo oder mit seiner hochkarätigen live-band im rücken, zu der u.a. gitarrist benjamin noti (steff la cheffe; endo anaconda) und bassist georg dillier (anna rossinelli) zählen; kürzlich sogar gemeinsam mit dem sinfonieorchester basel sam begegnet seinem publikum mit ehrlichkeit, witz und unbändiger energie, ohne dünkel oder berührungsängste. seine konzerte, selten frei von ein paar funken chaos, prägen sich als einmalige erlebnisse in die erinnerung der besuchenden ein. mit seinen “smokey baritone vocals” (under the radar) macht sich der songwriter, performer und multiinstrumentalist spätestens seit 2020 einen namen, als er, in anerkennung seiner dritten ep slow drugs (2020), zum ‘best talent’ des schweizerischen nationalfunks erklärt wird; sams stern war allen anzeichen nach am steigen, als er mit dem schreiben... 								 									 mehr anzeigen 								 							 							 																	noch kein jahr ist es her, seit der basler wahl-new yorker sam himself mit der veröffentlichung seines “kunstvoll atmosphärischen” debütalbums power ballads (kexp) die internationale bühne betritt. der “grosse wurf” (bz) landet auf radiowellen an beiden ufern des grossen teichs, klettert in die nationalen albumcharts und beschert sam seine zweite swiss music awards-nomination in folge. live beweist er sich dutzendfach in der schweiz, deutschland und österreich, wahlweise solo oder mit seiner hochkarätigen live-band im rücken, zu der u.a. gitarrist benjamin noti (steff la cheffe; endo anaconda) und bassist georg dillier (anna rossinelli) zählen; kürzlich sogar gemeinsam mit dem sinfonieorchester basel sam begegnet seinem publikum mit ehrlichkeit, witz und unbändiger energie, ohne dünkel oder berührungsängste. seine konzerte, selten frei von ein paar funken chaos, prägen sich als einmalige erlebnisse in die erinnerung der besuchenden ein. mit seinen “smokey baritone vocals” (under the radar) macht sich der songwriter, performer und multiinstrumentalist spätestens seit 2020 einen namen, als er, in anerkennung seiner dritten ep slow drugs (2020), zum ‘best talent’ des schweizerischen nationalfunks erklärt wird; sams stern war allen anzeichen nach am steigen, als er mit dem schreiben seines debütalbums begann. power ballads ist dennoch hörbar geprägt von der einsamkeit einer phase, in der sam sich nach eigener aussage alles andere als “powerful” gefühlt habe: eben angereist aus new york fand sich der gebürtige basler im frühjahr 2020 statt auf der geplanten europatournee plötzlich im heimat-exil wieder, mit mehr abgebrochenen tourdaten als frischen socken im gepäck und ohne ahnung, wann er wieder in seine zehnjährige wahlheimat new york zurückreisen könnte. (fast ein jahr später, wie sich herausstellen würde.) der pandemie-melancholie stellt sam himself mit seiner neuen single einen klaren kontrast entgegen. 'never let me go' schlägt einen spagat zwischen roher intimität und hymnischem pop, ganz ohne kitschiges hosenreissen. gemäss sam ist das der soundtrack für den ersten tag nach dem vermeintlich letzten. der kann die tanzbeine nicht stillhalten, im puls pocht die hoffnung, plötzlich gibts wieder ganz viel zu verlieren. für die aufnahmen seines neuen materials kehrt sam anfang 2022 zurück ins strange weather studio, seiner kreativen homebase in brooklyn. dort werden sam und sein produzent schlett vom bassisten josh werner (coco rosie; ghostface killah) und dem schlagzeuger chris egan (blood orange; solange) unterstützt. 									 										 weniger anzeigen",,"Kulturkarussell Rössli, Bahnhofstrasse 1, Stäfa, CH",Konzert / Pop & Rock,2023-12-01,20:30,,,1,3978.0
27,1701178200-1183,Gross in Japan / Support Flanke,"eine schublade voller fragmente, demoaufnahmen, ideen, schnipsel und fötzel  stuwi aebersold (stimme, gitarre), didi meier (gitarre, stimme) christof jaussi (schlagzeug, stimme) und tevfik kuyas (bass) haben sich zu «gross in japan» zusammengefunden. vorstellen muss man die vier aber nicht mehr gross. es sind gestandene, bescheiden gebliebene schweizer musiker mit einem breiten musikalischen hintergrund aus `zig produktionen und hunderten von auftritten im in- und ausland. eine schublade voller fragmente, demoaufnahmen, ideen, schnipsel und fötzel... über jahre sammelte sich im alten vidmar-möbel von stuwi aebersold material an, bis er vor der frage stand: soll ich oder soll ich nicht? machen oder verbrennen? er entschied sich dann doch für ersteres. einige telefonate, treffen, demo-anhörungen und biere später befand man sich im probelokal im progr zu bern und übte songs ein, diskutierte beats und akkorde und ob man ossobucco besser bei 70 oder 80 grad köcheln lässt. einige hindernisse, stolpersteine und schwierigkeiten mussten zudem überwunden werden, aber mit der hilfe von freunden und «zugewandten orten» später nahm wolfi zwiauer ein paar monate später die stücke auf. zurzeit werden diese von tom etter gemischt und danach von oli bösch gemastert. mit dem artwork von pedä ... 								 									 mehr anzeigen 								 							 							 																	eine schublade voller fragmente, demoaufnahmen, ideen, schnipsel und fötzel  stuwi aebersold (stimme, gitarre), didi meier (gitarre, stimme) christof jaussi (schlagzeug, stimme) und tevfik kuyas (bass) haben sich zu «gross in japan» zusammengefunden. vorstellen muss man die vier aber nicht mehr gross. es sind gestandene, bescheiden gebliebene schweizer musiker mit einem breiten musikalischen hintergrund aus `zig produktionen und hunderten von auftritten im in- und ausland. eine schublade voller fragmente, demoaufnahmen, ideen, schnipsel und fötzel... über jahre sammelte sich im alten vidmar-möbel von stuwi aebersold material an, bis er vor der frage stand: soll ich oder soll ich nicht? machen oder verbrennen? er entschied sich dann doch für ersteres. einige telefonate, treffen, demo-anhörungen und biere später befand man sich im probelokal im progr zu bern und übte songs ein, diskutierte beats und akkorde und ob man ossobucco besser bei 70 oder 80 grad köcheln lässt. einige hindernisse, stolpersteine und schwierigkeiten mussten zudem überwunden werden, aber mit der hilfe von freunden und «zugewandten orten» später nahm wolfi zwiauer ein paar monate später die stücke auf. zurzeit werden diese von tom etter gemischt und danach von oli bösch gemastert. mit dem artwork von pedä siegrist und bildern von nik egger wird ein album mit 12 berndeutschen songs entstehen. die stücke transportieren geschichten über den alltäglichen irrsinn, missverständnisse, schrumpfende gläser, schlaflosigkeit und (natürlich...) liebe. die musik ist pures handwerk und zeichnet sich durch spielfreude, eleganz, kraft und intimität aus. schlussendlich fägts live dann doch am meisten! die vier von gross in japan sind auf vielen bühnen gestanden und geniessen es dort nach wie vor. die songs mit ihren berührenden geschichten, mal intensiv, mal ruhig mit endlosen weiten, bieten live zudem einige freiräume für die eine und andere eskapade, sowie ausbrüche aus traditionellen songabläufen. im vordergrund stehen die geschichten, solides handwerk, humor, genuss und spontanität, aber auch entschleunigung in zeiten der beschleunigung.     support flanke    das trio, bestehend aus den drei rheintalern magnus mathis, (gesang, gitarre), fabian bont (schlagzeug) und katja schmitter (bass), hat sich vor drei jahren formiert und ist eine längst fällige wiederbelebung fossiler überbleibsel der rheintaler musikszene der späten 90er.  flanke bleibt stilistisch der handgemachten rockmusik im weitesten sinne treu: scharfe gitarrenriffs, treibende bässe und knackige drums bilden die trägermasse für zeit- und selbstkritische texte. aus psychohygienischer motivation entstanden, kommen sie frech und unbequem daher und laden dazu ein, im eigenen ich zu wühlen. doch vorsicht: irritation durch seitenhiebe sind gewollt und jederzeit möglich!    konzertbeginn 20:30 uhr  es hat genügend parkplätze beim fussballplatz. 									 										 weniger anzeigen",23.0,"Jonnys Lion-Cave, Hauptstrasse 79, Trübbach, CH",Konzert / Pop & Rock,2023-12-01,20:30,23:59,12540.0,1,4319.0
28,1701178202-1184,Sparks and Tides,"«sparks and tides» der brüder tschopp fesselt durch eine musikalische differenziertheit. die philosophie des yin und yang, dass sich gegensätzliche impulse und ansätze zu einem eng verflochtenen ganzen manifestieren, setzen die musiker brillant und mit spritziger spielfreude um. elektrische elemente fliessen in sphärische, rhythmische sequenzen über, eingebettet in eine warme, akustische grundstimmung. mit drive und experimentierfreude kreiert die band einen klangteppich, in den sich alle gleichwertig mal lyrisch, mal wild und frei einflechten. eine mystische, freche, mitreissende klangwelt mit raffinierten, ausgearbeiteten sounds.",,"The Bird's Eye Jazz Club, Kohlenberg 20, Basel, CH",Konzert / Jazz & Blues,2023-12-01,20:30,,,1,639.0
29,1701178204-1185,Aphorism Quartet,"seit 2013 spielen domenic landolf, jorge rossy und michael beck im trio, ihr unverwechselbarer bandsound hat sich ebenso aus der ungewöhnlichen formation wie aus der kollektiven erfahrung der drei musiker entwickelt. aus dem trio wurde 2020 ein quartett: bassist arne huber hat sich mit seinem spiel und seinen kompositionen als ideale erweiterung erwiesen. auch dank der anwesenheit eines bassisten spielt jorge rossy neben vibraphon neu auch schlagzeug – zum teil im selben stück, was die klangfarbenpalette nochmals erweitert. das repertoire des quartetts setzt sich aus kompositionen aller bandmitglieder zusammen und besteht aus einmal liedhaft einfachen, offenen strukturen, dann wieder harmonisch vertrackteren jazz-kompositionen oder auch rhythmisch kraftvollen, hymnischen stücken. allen gemein ist die kammermusikalische sensibilität, das interplay und die suche nach der authentischen melodischen entwicklung jenseits von oberflächlichen klischees oder virtuoser kraftmeierei. die kollektiv geführte band ist nach dem titel des ersten, noch im trio eingespielten albums «aphorism» benannt. passend zur ästhetik dieser formation, ist doch der aphorismus ein knapp und virtuos formulierter satz, welcher weitreichende und mannigfaltige interpretationen ermöglicht. im bejazz club stellt das quartett sein neues album «portrait» vor.",,"BeJazz Club, Könizstr. 161, Liebefeld, CH",Konzert / Jazz & Blues,2023-12-01,20:30,,,1,1341.0
30,1701178206-1186,Nicole Bernegger – Back to you,"frau bernegger, übernehmen sie. wenn unsere stimmgewalt numero uno die bühne betritt weisst du, was es geschlagen hat: it's soul o'clock! die voice of switzerland gewinnerin zeigt mit ihrem jüngsten spross ""crescent moon"" aber auch ihre musikalische vielseitigkeit: berneggers stimme passt nämlich auch dann perfekt, wenn sie sich über funky disco-klänge legt. das macht lust auf mehr und steigert die vorfreude auf ihr 2023 erscheinendes album. it's a soul thing, aber wohl nicht nur. wir sind gespannt!",,"Kammgarn, Baumgartenstrasse 19, Schaffhausen, CH",Konzert,2023-12-01,20:30,,,1,504.0
31,1701178208-1187,Polo65,"paper chase entertainment presents:  polo65 von 65goonz (berlin, deutschland)  datum: freitag, 01.12.2023  ort: base club, langstrasse 81  türöffnung: 20:30 uhr  zwei jahre nachdem untergrund-rap aus der hauptstadt eine renaissance feierte, sind die 65goonz nicht mehr aus dem rap kosmos wegzudenken. jeder kennt die 2 weddinger jungs mit afrikanischen wurzeln und einem hang zum finessen. das im mai 2020 erschienene mixtape ""your local finesser"" gilt als meilenstein der berliner new wave und kann mittlerweile über 20 millionen streams verzeichnen. ihr debüt-album ""cash me if u can"" stieg auf platz 21 der deutschen album charts ein. nachdem polo65 & og raijk im sommer 2021 jeder eine solo ep veröffentlichten, steht nun der nachfolger an. während sich die raplandschaft um die jungs herum weiter in richtung deephouse beats und melodie-lastiger hooks entwickelt, entscheiden die jungs weiter kompromisslosen harten trap zu veröffentlichen. die beats stammen von den broke boys, endzone und snky, die einzigen produzenten mit denen die goonz zusammenarbeiten - denn wenn eins garantiert ist, dann das die jungs immer den richtigen riecher für den nächsten sound haben. am 01. dezember 2023 kommt polo65 in den base club an der zürcher langstrasse um auch die ... 								 									 mehr anzeigen 								 							 							 																	paper chase entertainment presents:  polo65 von 65goonz (berlin, deutschland)  datum: freitag, 01.12.2023  ort: base club, langstrasse 81  türöffnung: 20:30 uhr  zwei jahre nachdem untergrund-rap aus der hauptstadt eine renaissance feierte, sind die 65goonz nicht mehr aus dem rap kosmos wegzudenken. jeder kennt die 2 weddinger jungs mit afrikanischen wurzeln und einem hang zum finessen. das im mai 2020 erschienene mixtape ""your local finesser"" gilt als meilenstein der berliner new wave und kann mittlerweile über 20 millionen streams verzeichnen. ihr debüt-album ""cash me if u can"" stieg auf platz 21 der deutschen album charts ein. nachdem polo65 & og raijk im sommer 2021 jeder eine solo ep veröffentlichten, steht nun der nachfolger an. während sich die raplandschaft um die jungs herum weiter in richtung deephouse beats und melodie-lastiger hooks entwickelt, entscheiden die jungs weiter kompromisslosen harten trap zu veröffentlichen. die beats stammen von den broke boys, endzone und snky, die einzigen produzenten mit denen die goonz zusammenarbeiten - denn wenn eins garantiert ist, dann das die jungs immer den richtigen riecher für den nächsten sound haben. am 01. dezember 2023 kommt polo65 in den base club an der zürcher langstrasse um auch die schweizer fans mit viel goonz action zu beglücken. das ambiente der langstrasse im zürcher kreis 4 ist genau der passende ort und die richtige strasse für die goonz.  make things happen and get shxt done 									 										 weniger anzeigen",30.0,"Base Club, Langstrasse 81, Zürich, CH",Konzert / Hip-Hop & Rap,2023-12-01,20:30,23:00,9000.0,1,2854.0
32,1701178210-1188,Full Moon Rodeo,"full moon rodeo – das sind zehn musiker aus der schweizer country music, pop und rock-szene. sie haben sich stilistisch ganz dem new country verschrieben. ride west, always toward the full moon.  webseite: fullmoonrodeo.ch  bar open: 18:00 uhr,  konzert: 20:15 uhr",25.0,"wydeKANTINE, Areal Wydeneck, Weidenstrasse 50, Dornach, CH",Konzert / Country,2023-12-01,20:15,23:00,9900.0,1,264.0
33,1701178212-1189,Poffet Trio - feat. Thomas Knuchel & Marc Stucki,"das poffet trio hegt eine vorliebe für alten jazz. es bedient sich aus dem american songbook, arrangiert und interpretiert diese songs neu mit einem hauch klassik, ohne dabei die tradition zu vernachlässigen. durch die groovige rhythm-section, das fundierte klavierspiel sowie den weichen und anrührenden gesang kreiert die band ihren ganz eigenen sound. unterstützt wird das trio vom trompeter thomas knuchel und dem saxophonisten marc stucki, welche mit ihren arrangements und den unverwechselbaren soli jedes stück auf besondere weise verfeinern.  mit myria poffet, piano / vocal  - thomas knuchel, trompete - marc stucki, saxophon - michel poffet, bass - david elias, drums",45.0,"kulturkeller lamarotte, Centralweg 10, Affoltern am Albis, CH",Konzert / Jazz & Blues,2023-12-01,20:15,22:00,6300.0,1,681.0
34,1701178214-1190,Blaer,"leise und kraftvoll kommt sie daher, die musik von blaer. kein ton ist hier zuviel, alles hat seinen platz. repetitive klavierpatterns und sphärisch schwebende saxophonlinien bestimmen diesen aufs wesentliche reduzierten jazz. mit seinem atmosphärischen debüt liess das berner quintett um pianistin maja nydegger vor neun jahren erstmals aufhorchen. pünktlich zum zehnjährigen bestehen der band veröffentlicht blaer im herbst 2023 nun ihr viertes album pure. band: maja nydegger: p, comp nils fischer: bcl claudio von arx: ts simon iten: kb philippe ducommun: dr",,"Konservi, Seetalstrasse 2, Seon, CH",Konzert / Jazz & Blues,2023-12-01,20:15,23:00,9900.0,1,562.0
35,1701178216-1191,Bernold’s Five feat. Barbara Balzan,"the 20th century songbook - eine reise durch die populäre musik des 20. jahrhunderts! von ella zu adele, von louis zu elvis, von der sousa’s band zu den beatles. das farbige, abwechslungsreiche programm von «bernold’s five» lässt mit seinem bunten panoptikum von songs verblichene zeiten für einen kurzen moment wieder aufleben. «bernold’s five» sind in ihrer interpretation fest im jazz verwurzelt – immer unterhaltend und stilbewusst. mit der ausdruckstarken stimme von barbara balzan kommt eine wunderbar neue und warme farbe in den sound des quartetts. barbara balzan (voc), jonas knecht (as, fl), christoph hegi (p), hans peter künzle (db), thomas bernold (dr) https://www.barbarabalzan.ch/de/",,"Esse Musicbar, Zeughausstrasse 52, Winterthur, CH",Konzert / Jazz & Blues,2023-12-01,20:15,,,1,698.0
36,1701178218-1192,Sina,"vom ersten ton an hat sie uns wieder am haken, diese stimme, die seit über zwanzig jahren den soundtrack unseres alltages mitbestimmt. in ihren geschichten finden wir unsere geschichten wieder, doch keine besingt sie so wie sina: berührend und stark. eine zwanzigjährige erfolgsgeschichte der schweizer musiklandschaft mit 9 gold- und 2 platinauszeichnungen – das ist unverkennbar sina. die mundartsängerin startete ihre karriere als «löwenmähnige rockröhre aus dem wallis». sina entwickelte sich im laufe der jahre zur vielseitigen und ausdrucksstarken künstlerin. dieses konzert wird in gebärdensprache übersetzt. dieser inklusive zugang für menschen mit hörbehinderungen ist dank der zusammenarbeit mit der stiftung denk an mich möglich.",,"Flughafen Zürich, Kloten, CH",Konzert / Pop & Rock,2023-12-01,20:15,,,1,740.0
37,1701178220-1193,Corin Curschellas & THE RECYCLERS RELOADED,"corin curschellas & the recyclers reloaded  corin curschellas feiert ihr bühnenjubiläum    seit 50 jahren steht nun die weltoffene bündner sängerin und komponistin auf der bühne und ist hierzulande vor allem für ihre romanischen volksliedadaptionen bekannt. in den letzten 50 jahren war sie aber nicht nur national unterwegs. so hat die «grande dame der chanzun rumantscha» zudem eine weitgereiste internationale musikalische vita. corin curschellas arbeitete in den jahren 1990 bis 2010 in metropolen berlin, paris, london, new york und wien mit einer erstaunlichen vielzahl an internationalen jazzgrössen zusammen - unter anderem war sie auch als solistin des vienna art orchestra engagiert. das denkwürdige jubiläum feiert corin curschellas mit konzerten zusammen mit ihrer wunsch-band bestehend aus ihren damaligen pariser musikgefährten noël akchoté an der gitarre; benoît delbecq am piano; steve argüelles am schlagzeug, der akkordeonistin patricia draeger sowie dem bassisten lukas traxel.  türöffnung: 19:30 uhr     tickets auch bei:  shirteria mode  poststrasse 8  4460 gelterkinden  tel. 061 981 66 81    öffnungszeiten:  mo: 13:30 - 18:30 uhr  di - fr: 09:00 - 12:00 uhr / 13:30 - 18:30 uhr  sa: 09:00 - 15:00 uhr  neu können tickets auch bei jeder der über 700 poststellen gekauft werden. ... 								 									 mehr anzeigen 								 							 							 																	corin curschellas & the recyclers reloaded  corin curschellas feiert ihr bühnenjubiläum    seit 50 jahren steht nun die weltoffene bündner sängerin und komponistin auf der bühne und ist hierzulande vor allem für ihre romanischen volksliedadaptionen bekannt. in den letzten 50 jahren war sie aber nicht nur national unterwegs. so hat die «grande dame der chanzun rumantscha» zudem eine weitgereiste internationale musikalische vita. corin curschellas arbeitete in den jahren 1990 bis 2010 in metropolen berlin, paris, london, new york und wien mit einer erstaunlichen vielzahl an internationalen jazzgrössen zusammen - unter anderem war sie auch als solistin des vienna art orchestra engagiert. das denkwürdige jubiläum feiert corin curschellas mit konzerten zusammen mit ihrer wunsch-band bestehend aus ihren damaligen pariser musikgefährten noël akchoté an der gitarre; benoît delbecq am piano; steve argüelles am schlagzeug, der akkordeonistin patricia draeger sowie dem bassisten lukas traxel.  türöffnung: 19:30 uhr     tickets auch bei:  shirteria mode  poststrasse 8  4460 gelterkinden  tel. 061 981 66 81    öffnungszeiten:  mo: 13:30 - 18:30 uhr  di - fr: 09:00 - 12:00 uhr / 13:30 - 18:30 uhr  sa: 09:00 - 15:00 uhr  neu können tickets auch bei jeder der über 700 poststellen gekauft werden. dies ist allerdings mit einer gebühr verbunden:  1 ticket chf 3.-   2 tickets chf 6.-  ab 3 tickets chf 9.-    									 										 weniger anzeigen",,"Kultur Marabu Gelterkinden, Schulgasse 5a, Gelterkinden, CH",Konzert / Jazz & Blues,2023-12-01,20:15,22:15,7200.0,1,2829.0
38,1701178222-1194,Release Night: The Yelling Night,"die bühne eröffnet das wundervolle trio verwaltzen mit stimmungsvoller musik, um den abend in schwung zu bringen. im anschluss feiern red tape redemption ihre neue ep ""ollie osbourne"" und jarls ihr gleichnamiges debutalbum.",,"LOK.AL, Zeughausstrasse 52, Winterthur, CH",Konzert,2023-12-01,20:15,,,1,223.0
