web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701175656-19","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Palko!Muski
									Samstag, 30. Dezember, 21:30
								Dreiegg, Frauenfeld (CH)","https://eventfrog.ch/de/p/konzert/palko-muski-7132520465998767032.html","Palko!Muski","","Samstag, 30. Dezember, 21:30","Sa., 30. Dezember 2023","<p>Palko!Muski ist eine ausgesprochenen Live-Band, und ihre Konzerte sind ein einmaliges Erlebnis. Mit ihrer unbändigen Energie nimmt die Gruppe das Publikum auf ein Reise der Emotionen mit, und lässt es unmittelbar an den Gefühlsausbrüchen von Baptiste Beleffi und seinen Mitmusikern teilhaben.</p> 

<p>Türöffnung 19 Uhr<br>Start 21.30</p>","","Dreiegg, Metzgerstrasse 4, Frauenfeld, CH","Konzert","21:30 Uhr"
"1701175658-20","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				Tribute Nights - The Tarantinos (UK)
									Samstag, 30. Dezember, 21:00
								Atlantis, Basel (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/tribute-nights-the-tarantinos-uk-7071816944748227061.html","Tribute Nights - The Tarantinos (UK)","","Samstag, 30. Dezember, 21:00","Sa., 30. Dezember 2023","Rock, Filmklassiker | Konzert 
The Tarantinos - The Band 
7 Musiker aus London bilden die Tarantinos. Sie lassen sich von ihrer obsessiven Faszination für den 90er-Jahre-Zeitgeist Quentin Tarantinos inspirieren. 
Sie spielen die bekanntesten Hits aus den Kultfilmen Kill Bill, Reservoir Dogs, Pulp Fiction, Jackie Brown, Dusk Til Dawn über Deathproof, Inglorious Basterds bis zu den neueren Tarantino-Filmen wie Django Unchained, The Hateful Eight und Once Upon a Time in Hollywood. 
Die Band verkörpert den Stil und das Lebensgefühl der Filme und mischt die Musik mit Filmsoundtracks, nachgestellten Szenen, ausgefeilten Choreografien und scharfen Kostümen. 
Auf dem Programm stehen die Rock 'n' Roll/Surf-Klassiker Miserlou, Never Can Tell, Bang Bang, Woo Hoo, Green Hornet, das von Funk und Latin Rock geprägte Don't Let Me Be Misunderstood, Jungle Boogie, 110th Street und die Soulballade Son Of A Preacher Man. 
Die Tarantinos haben erfolgreiche Konzerte im Vereinigten Königreich und in den meisten Teilen Mittel- und Osteuropas gespielt, darunter ausgedehnte Tourneen in Russland, Deutschland, Österreich, der Schweiz, Italien, Belgien, Polen, Ungarn, der Tschechischen und Slowakischen Republik und Dänemark gemacht. 
Sie traten auf vielen Festivals auf, darunter das Montreux Jazz Festival, ...
								
									 mehr anzeigen
								
							
							
																	Rock, Filmklassiker | Konzert 
The Tarantinos - The Band 
7 Musiker aus London bilden die Tarantinos. Sie lassen sich von ihrer obsessiven Faszination für den 90er-Jahre-Zeitgeist Quentin Tarantinos inspirieren. 
Sie spielen die bekanntesten Hits aus den Kultfilmen Kill Bill, Reservoir Dogs, Pulp Fiction, Jackie Brown, Dusk Til Dawn über Deathproof, Inglorious Basterds bis zu den neueren Tarantino-Filmen wie Django Unchained, The Hateful Eight und Once Upon a Time in Hollywood. 
Die Band verkörpert den Stil und das Lebensgefühl der Filme und mischt die Musik mit Filmsoundtracks, nachgestellten Szenen, ausgefeilten Choreografien und scharfen Kostümen. 
Auf dem Programm stehen die Rock 'n' Roll/Surf-Klassiker Miserlou, Never Can Tell, Bang Bang, Woo Hoo, Green Hornet, das von Funk und Latin Rock geprägte Don't Let Me Be Misunderstood, Jungle Boogie, 110th Street und die Soulballade Son Of A Preacher Man. 
Die Tarantinos haben erfolgreiche Konzerte im Vereinigten Königreich und in den meisten Teilen Mittel- und Osteuropas gespielt, darunter ausgedehnte Tourneen in Russland, Deutschland, Österreich, der Schweiz, Italien, Belgien, Polen, Ungarn, der Tschechischen und Slowakischen Republik und Dänemark gemacht. 
Sie traten auf vielen Festivals auf, darunter das Montreux Jazz Festival, das Sziget Festival, das FLOSS Festival, das St. Gallen Open Air, das Gampel Open Air, das T In The Park, das Royal Open Air und die Fete de la Musique. 
Als Support-Act haben sie die Bühne mit einer Vielzahl von Künstlern geteilt, darunter Limp Bizkit, Van Morrison, Pulp, The Prodigy und wurden gebeten, Haupt-Support-Act für P!NK bei ihrer bisher grössten Show in Budapest zu sein, wo sie vor über 300.000 Menschen spielten!!! 
The Tarantinos ist mehr als eine Band, es ist eine Show mit ATTITUDE! 
  
  
Gerne verwöhnen wir Sie im legendären Atlantis – das subtil edle, stilvoll gemütliche und zum Knistern geborene Kult(ur)lokal.
 Unser Restaurant ist ab 18.00 Uhr geöffnet und warme Küche gibt es bis um 21.00 Uhr. Bitte beachten Sie dass eine Tischreservation auf der Galerie nur mit Dinnerkonsumation und einem Konzertticket möglich ist. Wenn Sie den ganzen Tisch reservieren gehört er während des gesamten Abends Ihnen. 

 Ihren Tisch zum Abendessen können Sie hier online reservieren.
									
										 weniger anzeigen","CHF 40.00","Atlantis, Klosterberg 13, Basel, CH","Konzert / Pop & Rock","21:00 Uhr
									
																			- 
										23:00 Uhr"
"1701175660-21","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Flying Circus – Jahresschlussparty 2023 mit grossem Abschied
									Samstag, 30. Dezember, 21:00
								Kulturvereinigung Altes Kino Mels, Mels (CH)","https://eventfrog.ch/de/p/konzert/flying-circus-jahresschlussparty-2023-mit-grossem-abschied-7103493956831245673.html","Flying Circus – Jahresschlussparty 2023 mit grossem Abschied","","Samstag, 30. Dezember, 21:00","Sa., 30. Dezember 2023","Ein letztes Mal spielen Flying Circus zur grossen Abschiedsparty auf und laden uns alle zum Mitfeiern ein. Stehplatz-Konzert. &nbsp;","","Kulturvereinigung Altes Kino Mels, Sarganserstrasse 66, Mels, CH","Konzert","21:00 Uhr"
"1701175662-22","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				DRAG meets ROCK
									Samstag, 30. Dezember, 21:00
								ParterreOne Music, Basel (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/drag-meets-rock-7121415917016152309.html","DRAG meets ROCK","","Samstag, 30. Dezember, 21:00","Sa., 30. Dezember 2023","Die beiden Szenen passen aufeinander wie die Faust aufs Auge: Drag und Rock - beide schrill, verrückt, mit wahnwitzigen Kostümen, beissendem Humor und geschlechterverwirrenden Szenen. Fünf Drag Queens mit fünf Bands zeigen zum dritten Mal, wie umwerfend gut sie zueinander passen. Rock has never been this glamorous. Drag has never been this dirty. 
Gehostet wird der Event von der nationalen Drag Ikone ""Odette Hella'Grand"" und der Erlös aus dem Tocketverkauf geht an eine gemeinnützige Institution. 
DOORS: 20:00 
CONCERT 21:00","CHF 25.00","ParterreOne Music, Klybeckstrasse 1b, Basel, CH","Konzert / Pop & Rock","21:00 Uhr
									
																			- 
										23:30 Uhr"
"1701175664-23","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Flying Circus
									Samstag, 30. Dezember, 21:00
								Altes Kino, Mels (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/flying-circus-7124755165077274293.html","Flying Circus","","Samstag, 30. Dezember, 21:00","Sa., 30. Dezember 2023","Jetzt ist Schluss! Nach über 25 Jahren ist das der letzte Auftritt von Flying Circus. Feiert mit uns das Finale im Alten Kino und lasst euch nochmals von Flying Circus und den Rock- und Popcovers der letzten Jahrzehnte mitreissen. Let’s fetz! Ein letztes Mal spielen Flying Circus zur grossen Abschiedsparty auf und laden uns alle zum Mitfeiern ein. Stehplatz-Konzert.","","Altes Kino, Sarganserstrasse 66, Mels, CH","Konzert / Pop & Rock","21:00 Uhr"
"1701175666-24","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				Hip Twins
									Samstag, 30. Dezember, 20:00
								Musigburg, Aarburg (CH)","https://eventfrog.ch/de/p/konzert/funk-soul/hip-twins-7026195730134921036.html","Hip Twins","","Samstag, 30. Dezember, 20:00","Sa., 30. Dezember 2023","THE HIP TWINS at its best
 ====================
 Es gibt wenig Gründe, am 30. Dezember abends den Fuss vor die Haustür zu setzen. Ein sehr guter Grund dafür ist allerdings die jährlich wiederkehrende Funk-Party der legendären HIP TWINS.
 Regelmässig treffen sich die Musiker rund um den Zofinger Komponisten Dieter Ammann im Übungskeller, wo gegroovt wird, was das Zeug hält.
 Alle anderen können sich überraschen lassen von diversen Soul-Klassikern im ureigenen, über die Jahrzehnte gewachsenen HIP TWINS-Sound.
 Man darf sich freuen auf erdige, handgemachte Musik für Kopf und Seele.
 Eintritt: Fr.30.00
 Liebhaber von Sitzplätzen wird frühes Erscheinen empfohlen, es het solangs het.
 Türöffnung: 20:00 Uhr
 Beginn: 20:45 Uhr","CHF 30.00","Musigburg, Bahnhofstrasse false 50, Aarburg, CH","Konzert / Funk & Soul","20:00 Uhr
									
																			- 
										23:30 Uhr"
"1701175668-25","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				YOUR GOSPEL TEAM (Afro-Caribbean)
									Samstag, 30. Dezember, 20:00
								Stadtkirche Burgdorf, Burgdorf (CH)","https://eventfrog.ch/de/p/konzert/gospel/your-gospel-team-afro-caribbean-7123269761702538195.html","YOUR GOSPEL TEAM (Afro-Caribbean)","","Samstag, 30. Dezember, 20:00","Sa., 30. Dezember 2023","YOUR GOSPEL TEAM: professionelle Gospel-Formation aus Afrika und der Karibik, präsentiert ein stimmgewaltiges Konzert in der ref. Stadtkirche Burgdorf.
 Freuen Sie sich auf mitreissenden Gospel! 
YOUR GOSPEL TEAM haben sich auf den authentischen US-Afro-Amerikanischen Gospel spezialisiert. 
Die 5-köpfige Gruppe besteht aus Sänger und Sängerinnen sowie einem Pianisten. 
Mit ihrer Stimmen-Power haben YOUR GOSPEL TEAM unzählige Musikerlegenden aus England und den USA live begleitet wie Grammy Award winner LEDISI oder JEREMY JORDAN, TAYLA PARX und andere. 
Der Verein Konzertszene Burgdorf ist glücklich, YOUR GOSPEL TEAM zum zweiten Mal seit 2017 in der Stadtkirche vorstellen zu dürfen. 
Abendkasse und Türöffnung ist ab 19h 
Den lokalen Vorverkauf übernehmen gebührenfrei: 
Quickline Shop Burgdorf 034 420 21 00 und die Buchhandlung am Kronenplatz 034 422 21 75. 
Mit Vorverkaufsgebühren: BLS und Post.","","Stadtkirche Burgdorf, Kirchbühl 26, Burgdorf, CH","Konzert / Gospel","20:00 Uhr
									
																			- 
										22:00 Uhr"
"1701175670-26","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Quartett Dusha
									Samstag, 30. Dezember, 20:00
								Kulturschuppen, Klosters (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/quartett-dusha-7123626081421096582.html","Quartett Dusha","","Samstag, 30. Dezember, 20:00","Sa., 30. Dezember 2023","Wehmütige Melodien, rassige Rhythmen - die Ziganemusik aus dem Osten vereint Fröhlichkeit und Traurigkeit. Die reiche Vielfalt der Musik aus Rumänien, Ungarn, der Slowakei und anderen Ländern drückt urmenschliche Gefühle aus: Sehnsucht, Melancholie, Lebensfreude, Leidenschaft. Dusha besteht aus zwei Schaffhauserinnen und einem Romapaar aus Strasbourg, die Musiker spielen seit 8 Jahren im Quartett. Flora Thalassa, Violine Ludovit Kovac, Cymbal Désirée Senn, Violine Rebekka Weber, Piano","","Kulturschuppen, Aeussere Bahnhofstrasse 3, Klosters, CH","Konzert / World & Ethno","20:00 Uhr
									
																			- 
										22:00 Uhr"
"1701175672-27","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Happy Voices Gospelchor
									Samstag, 30. Dezember, 20:00
								Zentrum Artos, Interlaken (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/happy-voices-gospelchor-7128784344320028375.html","Happy Voices Gospelchor","","Samstag, 30. Dezember, 20:00","Sa., 30. Dezember 2023","«Singen macht glücklich». Ein fröhlicher Abend mit dem Gospelchor unter der Leitung von Annette Balmer.","","Zentrum Artos, Alpenstrasse 45, Interlaken, CH","Konzert / World & Ethno","20:00 Uhr
									
																			- 
										21:00 Uhr"
"1701175674-28","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				MIKAY PERFORMING LIVE (AUBREY CLUB ZÜRICH)
									Samstag, 30. Dezember, 20:00
								Aubrey Club Zürich, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/mikay-performing-live-aubrey-club-zuerich-7132126048922089906.html","MIKAY PERFORMING LIVE (AUBREY CLUB ZÜRICH)","","Samstag, 30. Dezember, 20:00","Sa., 30. Dezember 2023","Mikay started rapping from block to block on the streets of Accra, Ghana. He spent his time in the studios recording mix tapes and sharing them on music distributing platforms in the hopes of attaining a record deal. Already at his early ages, he spent a lot of time self-studying and producing music. Influenced by his senior brother who is a DJ himself, he grew up and specified his career dreams in an artistic environment, which definitely moved him years later to get started at the other end of the music industry as a DJ with the name Mr. Mike Mill and later 2 Tweny. As a DJ he hosted big Party labels like Kinky#abartig who organise Partys across Europe and recently created his own Afrobeats Party Label called CHALEY. In 2017, the passionate Artist released his successful debut single ""Dancefloor3D"", which landed directly on the Swiss ITunes charts. Later on he release a project called Arts Centre EP. He then went on and released couple of singles and then later a 14 Track Album in 2020 called MAN OF THE MOMENT. When Covid hit, he woke up one day and deleted every music he's ever put online. He started going into his deeper feel to his roots where he tapped into his originality. He rediscovered himself, took his birth name Mikay as his stage name and connected with Afro ...
								
									 mehr anzeigen
								
							
							
																	Mikay started rapping from block to block on the streets of Accra, Ghana. He spent his time in the studios recording mix tapes and sharing them on music distributing platforms in the hopes of attaining a record deal. Already at his early ages, he spent a lot of time self-studying and producing music. Influenced by his senior brother who is a DJ himself, he grew up and specified his career dreams in an artistic environment, which definitely moved him years later to get started at the other end of the music industry as a DJ with the name Mr. Mike Mill and later 2 Tweny. As a DJ he hosted big Party labels like Kinky#abartig who organise Partys across Europe and recently created his own Afrobeats Party Label called CHALEY. In 2017, the passionate Artist released his successful debut single ""Dancefloor3D"", which landed directly on the Swiss ITunes charts. Later on he release a project called Arts Centre EP. He then went on and released couple of singles and then later a 14 Track Album in 2020 called MAN OF THE MOMENT. When Covid hit, he woke up one day and deleted every music he's ever put online. He started going into his deeper feel to his roots where he tapped into his originality. He rediscovered himself, took his birth name Mikay as his stage name and connected with Afro Highlife/Pop/Fusion. This is his first HEADLINE event and he is ready to rock the World. Get your tickets and be part of this wonderful journey.
									
										 weniger anzeigen","CHF 15.00","Aubrey Club Zürich, Schiffbaustrasse 10, Zürich, CH","Konzert / Weitere Musikrichtungen","20:00 Uhr
									
																			- 
										22:00 Uhr"
"1701175676-29","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				30
			
			
			
				Kenny ""Blues Boss"" Wayne Quartet
									Samstag, 30. Dezember, 19:30
								Marians Jazzroom, Bern (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/kenny-blues-boss-wayne-quartet-7129844146265630505.html","Kenny ""Blues Boss"" Wayne Quartet","","Samstag, 30. Dezember, 19:30","Sa., 30. Dezember 2023","Kenny ""Blues Boss"" Wayne ist ein Blues-Pianist, dessen Musik als Mischung zwischen Amos Milburn und Fats Domino gepriesen wird. Kenny's Stil beinhaltet eine Menge traditionellen Blues und Boogie-Woogie sowie einen Anteil Kansas City Swing und New Orleans Rhythm. Der ""Blues Boss"" spielt den packendsten Piano-Blues, den man sich vorstellen kann und ist auch ein unglaublicher Boogie-Woogie-Pianist!. Mit dabei ist erstmals der Gitarrist Brant Parker.","","Marians Jazzroom, Engestrasse 54a, Bern, CH","Konzert / Jazz & Blues","19:30 Uhr"
"1701175678-30","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				30
			
			
			
				Sam Red's Nashville Night ""bye bye 23""
									Samstag, 30. Dezember, 19:00
								Krone Wetzikon, Wetzikon (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/sam-red-s-nashville-night-bye-bye-23-7115432367699750090.html","Sam Red's Nashville Night ""bye bye 23""","","Samstag, 30. Dezember, 19:00","Sa., 30. Dezember 2023","Sam Red und seine einzigartige Band um Mack Schildkneht, Mike Kern, Roman Columberg und Toby Zürcher verabschieden sich in Ehren an Nashville vom Jahr 2023.
 Die fünf Jungs lassen es noch einmal richtig krachen, bevor dann am nächsten Abend die Korken auf ein gutes und erfolgreiches 2024 knallen werden! 
Teil dieses Abends wird auch ein special Act sein. 
Let's make a night to remember! 
Doors: 19:00 Uhr
 Beginn: 20:00 Uhr","CHF 20.00","Krone Wetzikon, Bahnhofstrasse 163, Wetzikon, CH","Konzert / Pop & Rock","19:00 Uhr"
