web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1699957928-467","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Alice im Strahlenrausch
									Samstag, 02. Dezember, 20:00
								Kulturfabrik Wetzikon, Wetzikon (CH)","https://eventfrog.ch/de/p/party/electro/alice-im-strahlenrausch-7106650370709903694.html","Alice im Strahlenrausch","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023 -
											So., 3. Dezember 2023","꧁Alice im Strahlenrausch unsere neue Partyreihe im Kulturzentrum Wetzikon in zusammenarbeit mit Goa Switzerland und Freakrecords. Ihr dürft sehr gespannt sein auf weitere Updates!꧂ 
  
꧁Wir haben wieder schöne Dekoration, und lauschen den melodiösen Klängen des Psytrance und denn pulsierenden Bass des Hitechs bis zum Sonnenaufgang. Natürlich darf auch das 10KW starke ExperienceTheForest Soundsystem nicht fehlen. So wie unser Ravecatstand. ꧂ 
  
◆◇Lineup◇◆ 
  
◆Tazmanics (CH) 
(Freakrecords) 
https://on.soundcloud.com/7WsyJ7EPpm4pQNsG7 
🎶Hitech 
Live 
  
◇Technical Hitch (ISR) 
(Alice-D Records) 
https://on.soundcloud.com/LgtLhrwf4TgV1cvW7 
🎶Psy 
Live 
  
◆Hyperactive25 (CH) 
(Freakrecords) 
https://on.soundcloud.com/SYVPZRX54aEgmkfQA 
🎶Hitech 
Live 
  
◇Scheibenkleister (CH) 
(ExperienceTheForest) 
https://soundcloud.app.goo.gl/3c5bwa73Eh8wSwRa7 
🎶Psy 
Live 
  
◆Fele (AT) 
(Freakrecords) 
https://on.soundcloud.com/SJmQZBGgZPBMcvFT8 
🎶Hitech 
Live 
  
◇Psytohigh (DE) 
(Speeding Records) 
https://on.soundcloud.com/VJvAqSSABKzmSBXy9 
🎶Psy 
Live 
  
◆Ride or Die (CH) 
(Cosmic Goa Records) 
https://m.soundcloud.com/ride_or_die_psy?utm_source=mobi&utm_campaign=social_sharing 
🎶Forest 
Live 
  
◇Metroplex (CH) 
...
								
									 mehr anzeigen
								
							
							
																	꧁Alice im Strahlenrausch unsere neue Partyreihe im Kulturzentrum Wetzikon in zusammenarbeit mit Goa Switzerland und Freakrecords. Ihr dürft sehr gespannt sein auf weitere Updates!꧂ 
  
꧁Wir haben wieder schöne Dekoration, und lauschen den melodiösen Klängen des Psytrance und denn pulsierenden Bass des Hitechs bis zum Sonnenaufgang. Natürlich darf auch das 10KW starke ExperienceTheForest Soundsystem nicht fehlen. So wie unser Ravecatstand. ꧂ 
  
◆◇Lineup◇◆ 
  
◆Tazmanics (CH) 
(Freakrecords) 
https://on.soundcloud.com/7WsyJ7EPpm4pQNsG7 
🎶Hitech 
Live 
  
◇Technical Hitch (ISR) 
(Alice-D Records) 
https://on.soundcloud.com/LgtLhrwf4TgV1cvW7 
🎶Psy 
Live 
  
◆Hyperactive25 (CH) 
(Freakrecords) 
https://on.soundcloud.com/SYVPZRX54aEgmkfQA 
🎶Hitech 
Live 
  
◇Scheibenkleister (CH) 
(ExperienceTheForest) 
https://soundcloud.app.goo.gl/3c5bwa73Eh8wSwRa7 
🎶Psy 
Live 
  
◆Fele (AT) 
(Freakrecords) 
https://on.soundcloud.com/SJmQZBGgZPBMcvFT8 
🎶Hitech 
Live 
  
◇Psytohigh (DE) 
(Speeding Records) 
https://on.soundcloud.com/VJvAqSSABKzmSBXy9 
🎶Psy 
Live 
  
◆Ride or Die (CH) 
(Cosmic Goa Records) 
https://m.soundcloud.com/ride_or_die_psy?utm_source=mobi&utm_campaign=social_sharing 
🎶Forest 
Live 
  
◇Metroplex (CH) 
(TranceFormers Records) 
https://on.soundcloud.com/9odGHzfrCCpG6tkv9 
🎶Hitech 
DJ 
  
◆Cyberinfect (CH) 
(Freakrecords) 
https://on.soundcloud.com/wncr1gY3Ahr3YnRs6 
🎶Hitech 
DJ 
  
◇Rickydelic (DE) 
(ExperienceTheForest) 
https://soundcloud.app.goo.gl/BadNXaBTwUwFNJn36 
🎶Psy 
DJ 
  
◆Tsunamix (CH) 
(Freakrecords) 
https://on.soundcloud.com/SkqdbFtBEbifJXaQ8 
🎶Hitech 
DJ 
  
◇Adiofrentic (CH) 
(Rümli production) 
https://on.soundcloud.com/qxZXu2cs5TLKoXAMA 
🎶Psy 
DJ 
  
◆Isac Casi (CH) 
(Freakrecords) 
https://on.soundcloud.com/kohNQJ6TKwCq36kLA 
🎶Hitech 
DJ 
  
◇Geometrico (CH) 
(Braingames) 
https://on.soundcloud.com/5TgbVEEmUvn2q34CA 
🎶Psy 
DJ 
  
◆Gmassive (CH) 
(Freakrecords) 
https://on.soundcloud.com/RfqnaVDXmXEsoLnD9 
🎶Hitech 
DJ 
  
◇Neelz (CH) 
(ExperienceTheForest) 
https://on.soundcloud.com/xt2jKPoEWm7kQhuDA 
🎶Psy 
DJ 
  
◆Toxicracoon (CH) 
(ExperienceTheForest)  
https://on.soundcloud.com/ADTwvoqxfPUoWMHs9 
🎶Techno 
DJ 
  
◇DjPsyqo (CH) 
https://on.soundcloud.com/FP3KYTYVATbBmykz9 
🎶Psy 
DJ 
  
◆Ayudhin (CH) 
(ExperienceTheForest) 
https://on.soundcloud.com/68CaSw86Q7BnjfQV6 
🎶Psy 
DJ 
  
...to be updated... 
-TimeTabel an der Veranstalltung. 
  
꧁Location꧂ 
- Kulturzentrum Wetzikon. 
-Zwei Floors. 
  
꧁Anreisse꧂ 
- Ab Wetzikon BHF 10-15min Fussweg oder mit dem Bus bis Wetzikon Medikon/Kulti. 
  
  
꧁Bar꧂ 
- An unserer Bar gibt es genügend Getränke für alle mit und ohne Alkohol. Bitte bringt kein eigenes Bier oder andere alkoholischen Getränke zur Veranstaltung. 
  
꧁Ravecat꧂ 
- Der neue Stand von Ravecat bietet euch allerlei schöne Artikel wie Kleidung, Taschen, Feuerzeuge ect. 
  
꧁Stoffbändeli꧂ 
- Schöni Stoffbändeli. 
  
꧁Deko꧂ 
-By ExperienceTheForest/Ravecat. 
  
꧁Soundsystem꧂ 
- 10KW by ExperienceTheForest. 
  
꧁Entry꧂ 
25.- Earlybird  
30.- Vorverkauf Normal 
35.- Abendkasse
									
										 weniger anzeigen","CHF 25.00","Kulturfabrik Wetzikon, Zürcherstrasse 42, Wetzikon, CH","Party / Electro","Beginn:
								
									20:00 Uhr"
"1699957931-468","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				2
			
			
			
				Let's dance 45
									Samstag, 02. Dezember, 20:00
								Esse Musicbar, Winterthur (CH)","https://eventfrog.ch/de/p/party/pop-rock/let-s-dance-45-7120331766271831501.html","Let's dance 45","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Die ESSE Musicbar lässt die Vinyl-Single wieder aufleben! Ungeachtet des aktuellen Sommerwetters sorgen wir auch im «Sommerloch» der ESSE Musicbar gerne wieder für Bewegung und legen heisse Platten aus den 50er bis 80er Jahren auf. Viel Unbekanntes kommt neben bekannten Melodien und Ohrwürmer auf die Plattenteller; alles Musik, die für schöne Erinnerungen sorgt und zum Tanzen animiert. Gemeinsam mit dem ESSE-Team freuen wir uns riesig auf viele Tanzbegeisterte, die Lust auf unsere Musik und das Ambiente der ESSE haben. Die Bar ist wie gewohnt schon ab 17 Uhr offen und bietet ihre Snacks und Drinks an. Auf zahlreiches Wiedersehen freuen sich Jochen, Rolf, Stefan und das ESSE Musicbar-Team.","","Esse Musicbar, Zeughausstrasse 52, Winterthur, CH","Party / Pop & Rock","20:00 Uhr"
"1699957933-469","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				2
			
			
			
				We Love Techno
									Samstag, 02. Dezember, 20:00
								Bierhübeli, Bern (CH)","https://eventfrog.ch/de/p/party/electro/we-love-techno-7128393282753627931.html","We Love Techno","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Am Samstag, den 02. Dezember 2023, verwandeln wir das Bierhübeli in Bern erneut in eine Hochburg elektronischer Klänge und pulsierender Beats. Das Line-Up für diesen unvergesslichen Abend verspricht eine atemberaubende Vielfalt an Sounds und Rhythmen, die jeden Techno-Enthusiasten in Verzückung versetzen werden: Joyhauser (Filth On Acid / Drumcode)   Eln & Cal Vanto & Mancuso Kronik","","Bierhübeli, Neubrückstrasse 43, Bern, CH","Party / Electro","20:00 Uhr"
"1699957936-470","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Chlausparty Kirchberg
									Samstag, 02. Dezember, 20:00
								Restaurant Eintracht Kirchberg, Kirchberg (CH)","https://eventfrog.ch/de/p/party/house-techno/chlausparty-kirchberg-7129540862321612032.html","Chlausparty Kirchberg","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Neudorfstrasse 5, 9533 Kirchberg","CHF 18.00","Restaurant Eintracht Kirchberg, Neudorfstrasse 5, Kirchberg, CH","Party / House & Techno","20:00 Uhr
									
																			- 
										02:00 Uhr"
"1699957938-471","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				2
			
			
			
				Oldies Revival Band
									Samstag, 02. Dezember, 19:30
								Restaurant Kleefeld, Bern (CH)","https://eventfrog.ch/de/p/party/pop-rock/oldies-revival-band-7114900346594336376.html","Oldies Revival Band","","Samstag, 02. Dezember, 19:30","Sa., 2. Dezember 2023","Eintritt CHF 15.-- 3-Gänge Menu inkl. Eintritt CHF 50.-- Küche ab 18:00h offen Reservation unter 031 981 14 10","","Restaurant Kleefeld, Mädergutstrasse 5, Bern, CH","Party / Pop & Rock","19:30 Uhr"
"1699957941-472","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Rave Connaction
									Samstag, 02. Dezember, 16:00
								Sir Edward Rabe, Bern (CH)","https://eventfrog.ch/de/p/party/house-techno/rave-connaction-7123473246662415692.html","Rave Connaction","","Samstag, 02. Dezember, 16:00","Sa., 2. Dezember 2023","•SAVE THE DATE• 
Rave/Techhouse/Techno 
Sir Edward Rabe 
Aarbergergasse 21, 3011 Bern 
Aged 18 Years  
  
Es ist so weit! 
Wir werden die Tanzwütigen Techno/Techhouse Fans aus den Socken hauen 
Mach dich bereit und heiz mit uns den Club bis in die Morgenstunden so Richtig ein. Wir freuen uns auf bekannte wie unbekannte Gesichter  
  
• Jerome Anthony B2B Alex Belluscio (CH)  
Vom Label Nachtschwärmer 
  
• Tre Rose Brothers (CH)  
Vom Label Hiking-Circus 
  
• Marc de la Haye • (CH)  
Vom Label Mirror 
  
• Loomen • (CH) 
Vom Label Mirror 
  
• DJ Liv Stone (CH)","CHF 15.00","Sir Edward Rabe, Aarbergergasse 21, Bern, CH","Party / House & Techno","16:00 Uhr
									
																			- 
										03:30 Uhr"
"1699957943-473","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Badener Rave - Winter Edition  @ COCO CLUB ❄️
									Samstag, 02. Dezember, 16:00
								COCO Baden, Baden (CH)","https://eventfrog.ch/de/p/party/electro/badener-rave-winter-edition-coco-club-7127237267353998237.html","Badener Rave - Winter Edition  @ COCO CLUB ❄️","","Samstag, 02. Dezember, 16:00","Sa., 2. Dezember 2023","Der Badener Dayrave kommt in den COCO Club! Am 2. Dezember - Musik und Heiße Vibes im COCO Club Baden: 
LineUp: 
 
 Artem 
 Lell Nahar 
 Manu Gonzalez 
 
Die Party-Szene in Baden erlebt diesen Winter eine aufregende Veränderung, die du als Musikliebhaber im Alter ab 18 Jahren nicht verpassen solltest! Wir verlegen den legendären Badener Dayrave aus der Open-Air-Atmosphäre des Trafoplatzes in unseren angesagten COCO Club Baden. 
Erlebe mit uns den perfekten Mix aus elektronischer Musik, tanzbarer Atmosphäre und heißen Vibes, während wir den COCO Club in eine Oase der nächtlichen Ekstase verwandeln. Einmal im Monat an einem Samstag zwischen 16:00 und 23:00 Uhr erwarten dich aufregende DJ-Sets, pulsierende Lichtshows und ein unvergleichliches Party-Erlebnis. 
Highlights des Badener Dayrave im COCO Club Baden: 
 
  Elektronische Klänge: Unsere handverlesenen DJs werden die besten elektronischen Beats für dich auflegen und die Tanzfläche zum Beben bringen.  
  Gemütliche Atmosphäre: Vergiss die Kälte draußen und tauche ein in unsere Wärme und den Komfort des Coco Clubs.  
  Party ohne Grenzen: Feiere mit Gleichgesinnten und genieße eine Nacht voller unvergesslicher Momente.  
  Sichere Umgebung: Wir legen höchsten Wert auf deine Sicherheit und ...
								
									 mehr anzeigen
								
							
							
																	Der Badener Dayrave kommt in den COCO Club! Am 2. Dezember - Musik und Heiße Vibes im COCO Club Baden: 
LineUp: 
 
 Artem 
 Lell Nahar 
 Manu Gonzalez 
 
Die Party-Szene in Baden erlebt diesen Winter eine aufregende Veränderung, die du als Musikliebhaber im Alter ab 18 Jahren nicht verpassen solltest! Wir verlegen den legendären Badener Dayrave aus der Open-Air-Atmosphäre des Trafoplatzes in unseren angesagten COCO Club Baden. 
Erlebe mit uns den perfekten Mix aus elektronischer Musik, tanzbarer Atmosphäre und heißen Vibes, während wir den COCO Club in eine Oase der nächtlichen Ekstase verwandeln. Einmal im Monat an einem Samstag zwischen 16:00 und 23:00 Uhr erwarten dich aufregende DJ-Sets, pulsierende Lichtshows und ein unvergleichliches Party-Erlebnis. 
Highlights des Badener Dayrave im COCO Club Baden: 
 
  Elektronische Klänge: Unsere handverlesenen DJs werden die besten elektronischen Beats für dich auflegen und die Tanzfläche zum Beben bringen.  
  Gemütliche Atmosphäre: Vergiss die Kälte draußen und tauche ein in unsere Wärme und den Komfort des Coco Clubs.  
  Party ohne Grenzen: Feiere mit Gleichgesinnten und genieße eine Nacht voller unvergesslicher Momente.  
  Sichere Umgebung: Wir legen höchsten Wert auf deine Sicherheit und die Einhaltung aller notwendigen Vorsichtsmaßnahmen.  
 
Der Badener Dayrave im Coco Club Baden verspricht ein Party-Erlebnis, das deine Erwartungen übertreffen wird. Sicher dir jetzt deine Tickets und sei Teil dieses aufregenden Events! 
Samstag 2.Dezember 16:00 - 23:00 Uhr Ort: Coco Club Baden 
Wir freuen uns darauf, dich bei dieser elektrisierenden Party willkommen zu heißen und gemeinsam eine unvergessliche Zeit zu erleben!
									
										 weniger anzeigen","CHF 12.90","COCO Baden, Haselstrasse 2, Baden, CH","Party / Electro","16:00 Uhr
									
																			- 
										23:00 Uhr"
"1699957946-474","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				2
			
			
			
				X-Mas Party
									Samstag, 02. Dezember, 13:00
								Talent Campus Bodensee, Kreuzlingen (CH)","https://eventfrog.ch/de/p/party/charts-open-format/x-mas-party-7120415799475419714.html","X-Mas Party","","Samstag, 02. Dezember, 13:00","Sa., 2. Dezember 2023","X-Mas Party,  
das Jahr 2023 neigt sich dem Ende zu. Wir haben viel geschafft und tolle Träume erreicht. 
 Wir möchten mit euch das Jahr schon ausklingen lassen und den Grundstein für ein erfolgreiches 2024 legen.","CHF 10.00","Talent Campus Bodensee, Seestrasse 7, Kreuzlingen, CH","Party / Charts & Open Format","13:00 Uhr
									
																			- 
										17:00 Uhr"
"1699957948-475","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				2
			
			
			
				Schwoof
									Samstag, 02. Dezember, 00:00
								open art Museum, St. Gallen (CH)","https://eventfrog.ch/de/p/party/pop-rock/schwoof-7100454526369350510.html","Schwoof","","Samstag, 02. Dezember, 00:00","Sa., 2. Dezember 2023","Treffpunkt für Tanzfreaks von 33 bis 3x33 mit Jukebox - du gestaltest mit dem DJ den Abend","","open art Museum, Davidstrasse 44, St. Gallen, CH","Party / Pop & Rock","00:00 Uhr"
"1699957951-476","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				2
			
			
			
				Dubtopia
									Samstag, 02. Dezember, 00:00
								Dachstock, Reitschule, Bern (CH)","https://eventfrog.ch/de/p/party/dubtopia-7129753085908291682.html","Dubtopia","","Samstag, 02. Dezember, 00:00","Sa., 2. Dezember 2023","Darwin, Cutkachi, Phrex, Digital Steppaz, Soundsystem","","Dachstock, Reitschule, Neubrückstrasse 8, Bern, CH","Party","00:00 Uhr"
"1699957953-477","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				1
			
			
			
				FREU(N)DE AM TANZEN - WUNDERBOX Edition Vol. 13
									Freitag, 01. Dezember, 23:00
								Wunderbox Zurich, Zürich (CH)","https://eventfrog.ch/de/p/party/house-techno/freu-n-de-am-tanzen-wunderbox-edition-vol-13-7036395700502796461.html","FREU(N)DE AM TANZEN - WUNDERBOX Edition Vol. 13","","Freitag, 01. Dezember, 23:00","Fr., 1. Dezember 2023","Am ersten Freitag im Dezember begrüssen wir euch im Herzen von Zürich.
 FREU(N)DE AM TANZEN direkt an der Langstrasse ❤
 Begleitet von regionalen, nationalen und internationalen Künstlern werden Herz und Seele beglückt. 

 ✦✦✦⇜ FREU(N)DE AM TANZEN FLOOR ⇝✦✦✦ 
☢ Techno ☢ Progressive ☢ Offbeat ☢ 
▆ ▆ ▆ ▆ ▆ ▆ LINE UP ▆ ▆ ▆ ▆ ▆ ▆ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ KINIMOD ☆ DJ Set 60min
 CH | Dark Progressive / Progressive
 FREU(N)DE AM TANZEN Music 
 SC: https://soundcloud.com/kinimod-5
 SC: https://soundcloud.com/dodo88
 _____________________________________________ 
☆ MR FOX☆ DJ Set 60min
 CH | Techno / Progressive
 FREU(N)DE AM TANZEN Music
 _____________________________________________ 

 ▆ ▆ ▆ ▆ ▆ ▆ DEKORATION & LICHT ▆ ▆ ▆ ▆ ▆ ▆ 
☢ FREU(N)DE AM TANZEN | FAT Eventmanagement
 Lycra and more - New Deco Conzept 
☢ WUNDERBOX | Licht 

 ▆ ▆ ▆ ▆ ▆ ▆ MEDIEN & SPECIALS ▆ ▆ ▆ ▆ ▆ ▆ 
☢ ZEITGEIST Eventfotografie | Fotografie
 ...
								
									 mehr anzeigen
								
							
							
																	Am ersten Freitag im Dezember begrüssen wir euch im Herzen von Zürich.
 FREU(N)DE AM TANZEN direkt an der Langstrasse ❤
 Begleitet von regionalen, nationalen und internationalen Künstlern werden Herz und Seele beglückt. 

 ✦✦✦⇜ FREU(N)DE AM TANZEN FLOOR ⇝✦✦✦ 
☢ Techno ☢ Progressive ☢ Offbeat ☢ 
▆ ▆ ▆ ▆ ▆ ▆ LINE UP ▆ ▆ ▆ ▆ ▆ ▆ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ ☆
 CH | Progressive
 Records
 FB: https://www.facebook.com/
 SC: https://soundcloud.com/
 _____________________________________________ 
☆ KINIMOD ☆ DJ Set 60min
 CH | Dark Progressive / Progressive
 FREU(N)DE AM TANZEN Music 
 SC: https://soundcloud.com/kinimod-5
 SC: https://soundcloud.com/dodo88
 _____________________________________________ 
☆ MR FOX☆ DJ Set 60min
 CH | Techno / Progressive
 FREU(N)DE AM TANZEN Music
 _____________________________________________ 

 ▆ ▆ ▆ ▆ ▆ ▆ DEKORATION & LICHT ▆ ▆ ▆ ▆ ▆ ▆ 
☢ FREU(N)DE AM TANZEN | FAT Eventmanagement
 Lycra and more - New Deco Conzept 
☢ WUNDERBOX | Licht 

 ▆ ▆ ▆ ▆ ▆ ▆ MEDIEN & SPECIALS ▆ ▆ ▆ ▆ ▆ ▆ 
☢ ZEITGEIST Eventfotografie | Fotografie
 https://www.facebook.com/Zeitgeisteventfotografie/ 

 ▆ ▆ ▆ ▆ ▆ ▆ TANZGEBÜHR ▆ ▆ ▆ ▆ ▆ ▆ 
✦ Vorverkauf = CHF 15.- über Eventfrog
 ✦ Abendkasse = CHF 20.-
 ✦ LEGI = CHF 10.-
 ✦ Geburtstag = Free Entry
 ✦ Abendkasse ab 05:00h = Free Entry 
► Timetable wird 1 Tage vor Veranstaltung bekannt gegeben 
Für eine harmonische Zusammenkunft gilt folgendes:
 Mindestalter für Frauen – 18 Jahre
 Mindestalter für Männer – 18 Jahre 

 ▆ ▆ ▆ ▆ ▆ ▆ LOKALITÄT ▆ ▆ ▆ ▆ ▆ ▆ 
► Security, Bar & Garderobe by WUNDERBOX
 ► WUNDERBAR im EG
 ► Unsere Empfehlung, mit den öffentlichen Verkehrsmitteln anzureisen.
 ✦ Endstation Zürich Hauptbahnhof
 ► Die Langstrasse ist 1km vom Bahnhof Zürich entfernt. 
WUNDERBOX
 Langstrasse 84
 8004 Zürich
 https://www.wunderboxclub.ch/ 

 Find us on Facebook or Instagram:
 FAT Eventmanagement |
 FREU(N)DE AM TANZEN 
https://www.facebook.com/Fateventmanagement
 https://www.instagram.com/fateventmanagement/
									
										 weniger anzeigen","CHF 15.00","Wunderbox Zurich, Langstrasse 84, Zürich, CH","Party / House & Techno","23:00 Uhr"
"1699957956-478","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				1
			
			
			
				BLASTOYZ - Outerspace  🚀 Kugl St.Gallen
									Freitag, 01. Dezember, 23:00
								KUGL | Kultur am Gleis, St. Gallen (CH)","https://eventfrog.ch/de/p/party/electro/blastoyz-outerspace-kugl-st-gallen-7071381524369552622.html","BLASTOYZ - Outerspace  🚀 Kugl St.Gallen","","Freitag, 01. Dezember, 23:00","Fr., 1. Dezember 2023","Einlass ab 18 Jahren / Türöffnung 23:00
 
 Wichtig! Keine Ticketrückerstattung möglich ausser der Event wird abgesagt!","","KUGL | Kultur am Gleis, Güterbahnhofstrasse 2b, St. Gallen, CH","Party / Electro","23:00 Uhr
									
																			- 
										06:00 Uhr"
"1699957958-479","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				1
			
			
			
				Millennium Kidz - from 2000s till now | ab 18 Jahren
									Freitag, 01. Dezember, 23:00
								Terminus Club, Olten (CH)","https://eventfrog.ch/de/p/party/00-s/millennium-kidz-from-2000s-till-now-ab-18-jahren-7088631035659806591.html","Millennium Kidz - from 2000s till now | ab 18 Jahren","","Freitag, 01. Dezember, 23:00","Fr., 1. Dezember 2023","Millennium Kidz - from 2000s till now | ab 18 Jahren 
DJ: Adrian Rich 
Soundline: Open Format & Hits from 2000s till now!  
Age: 18+ (No ID - No Entry)  
-----------------------------------------------------------------
 Vorverkauf (eventfrog.ch): 15.- 
Abendkasse: 20.- 
-----------------------------------------------------------------
  Reserviere eine Lounge für dich und deine Freunde.  
 Ihr geniesst bevorzugten und reduzierten Eintritt: club@terminus.ch   
Die Lounges kosten nichts, es gilt einfach eine Mindestkonsumation je nach Anzahl Gästen.
 ----------------------------------------------------------------- 
An der Millennium Kidz feierst du zu den Hits von früher und heute.","","Terminus Club, Froburgstrasse 7, Olten, CH","Party / 00's","23:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957961-480","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				1
			
			
			
				HEART OF ALBANIA – DITA E FLAMURIT @ SEKTOR 11 (+16)
									Freitag, 01. Dezember, 23:00
								SEKTOR 11, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/heart-of-albania-dita-e-flamurit-sektor-11-16-7105301183367954914.html","HEART OF ALBANIA – DITA E FLAMURIT @ SEKTOR 11 (+16)","","Freitag, 01. Dezember, 23:00","Fr., 1. Dezember 2023","𝗔𝗥𝗘 𝗬𝗢𝗨 𝗥𝗘𝗔𝗗𝗬 𝗣𝗔𝗥𝗧𝗬 𝗣𝗘𝗢𝗣𝗟𝗘? 
Am Freitag 01. Dezember 2023 laden wir euch wieder ein zur spektakulären und exklusivsten “𝗛𝗘𝗔𝗥𝗧 𝗢𝗙 𝗔𝗟𝗕𝗔𝗡𝗜𝗔” Edition in Zürich im 𝗦𝗘𝗞𝗧𝗢𝗥 𝟭𝟭. 
Wir sind bereit mit euch eine absolute 𝗠𝗘𝗚𝗔 𝗣𝗔𝗥𝗧𝗬 zu feiern und den albanische Vibe auch in der Schweiz zu erleben!  
🎶 𝙰𝙻𝙱𝙰𝙽𝙸𝙰𝙽 𝙼𝚄𝚂𝙸𝙲, 𝙿𝙰𝚁𝚃𝚈𝚃𝚄𝙽𝙴𝚂 𝙰𝙽𝙳 𝙷𝙸𝚃𝚂 𝙱𝚈:
 𝗗𝗝 𝗥𝗔𝗬 
🎫  Sichere dir jetzt dein 𝗧𝗜𝗖𝗞𝗘𝗧 via 𝗘𝗩𝗘𝗡𝗧𝗙𝗥𝗢𝗚.𝗖𝗛 und feiere mit uns bis in die frühen Morgenstunden ✨ 
📲 Alle Lounges nur im Voraus buchbar unter:  𝟬𝟳𝟲 𝟱𝟭𝟴 𝟵𝟲 𝟰𝟵  
🧯 𝗕𝗘 𝗧𝗛𝗘𝗥𝗘 𝗢𝗥 𝗕𝗘 𝗣𝗜𝗦𝗛𝗠𝗔𝗡! 
NO ID – NO ENTRY – AB 16 JAHREN:
 Wir können aus gesetzlichen Gründen nur ID, Pass, Ausländerausweis & Führerausweis akzeptieren. Keine Kopien und auch nicht als Bild auf dem Handy! Unsere Partys sind für Jugendliche von 16 Jahren bis maximal 25 Jahre. Der Einlass für ältere Personen wird verweigert.","CHF 15.00","SEKTOR 11, Siewerdtstrasse 71, Zürich, CH","Party / Charts & Open Format","23:00 Uhr
									
																			- 
										04:00 Uhr"
